,排名,板块名称,板块代码,最新价,涨跌额,涨跌幅,总市值,换手率,上涨家数,下跌家数,领涨股票,领涨股票-涨跌幅
272,273,毫米波概念,BK1124,1332.77,12.38,0.94,457160736000,2.69,31,9,创意信息,6.03
273,274,培育钻石,BK1023,1029.07,9.45,0.93,128658023000,1.86,9,5,英诺激光,4.55
274,275,节能环保,BK0494,10124.43,92.73,0.92,3490753712000,1.54,271,129,杭钢股份,10.0
275,276,玻璃基板,BK1175,1261.9,11.5,0.92,509956016000,1.88,28,6,华映科技,4.15
276,277,壳资源,BK0820,935.82,8.5,0.92,242170946000,4.22,54,20,汇洲智能,10.08
277,278,超级真菌,BK0862,930.24,8.42,0.91,463047984000,2.06,13,8,鲁抗医药,5.62
278,279,噪声防治,BK1082,1156.55,10.3,0.9,30399001000,2.82,6,2,祥源新材,5.17
279,280,粮食概念,BK1086,749.92,6.62,0.89,200327745000,2.63,20,7,登海种业,5.47
280,281,石墨烯,BK0617,1795.69,15.67,0.88,788527376000,1.57,54,16,东方材料,10.01
281,282,生物疫苗,BK0548,23690.33,203.35,0.87,1005093168000,1.22,49,22,博晖创新,5.82
282,283,海绵城市,BK0724,880.46,7.55,0.86,280959632000,3.88,23,13,利欧股份,9.89
283,284,碳交易,BK0966,1370.11,11.63,0.86,2450062752000,0.92,86,44,东方国信,9.98
284,285,滨海新区,BK0566,8882.01,75.23,0.85,200067953000,1.25,13,6,达仁堂,4.56
285,286,沪企改革,BK0672,2476.21,20.9,0.85,922518064000,1.1,27,13,云赛智联,10.0
286,287,光刻机(胶),BK0884,2428.35,20.35,0.85,759679504000,2.45,61,22,惠伦晶体,5.88
287,288,地热能,BK0622,2960.81,24.7,0.84,87804428000,1.81,9,4,建艺集团,5.87
288,289,碳化硅,BK0977,1235.78,10.21,0.83,535609472000,2.12,26,8,奥瑞德,5.14
289,290,土壤修复,BK1070,727.35,5.99,0.83,186779346000,2.27,25,8,岭南股份,6.0
290,291,钙钛矿电池,BK1094,695.36,5.7,0.83,575497456000,1.36,23,9,泉为科技,8.55
291,292,航母概念,BK0715,789.38,6.39,0.82,1124112928000,0.81,24,11,洪都航空,4.46
292,293,幽门螺杆菌概念,BK1056,791.69,6.4,0.81,452300992000,1.37,38,12,葫芦娃,4.29
293,294,装配建筑,BK0945,883.55,7.0,0.8,1376355872000,1.14,51,33,宁波建工,10.02
294,295,太阳能,BK0588,2844.25,22.35,0.79,7193101568000,1.31,259,137,梦网科技,10.04
295,296,东北振兴,BK0838,1034.69,8.05,0.78,603898224000,1.36,39,18,梦网科技,10.04
296,297,体育产业,BK0708,1119.83,8.65,0.78,801278288000,1.91,47,26,舒华体育,10.06
297,298,青蒿素,BK0872,1478.77,11.3,0.77,268394572000,1.17,7,4,南卫股份,5.37
298,299,参股保险,BK0604,2195.02,16.72,0.77,5629207040000,0.73,39,41,浙江东方,10.02
299,300,环氧丙烷,BK1011,504.19,3.84,0.77,304461520000,0.7,8,7,航锦科技,10.01
300,301,肝素概念,BK0944,807.48,6.13,0.76,196507269000,1.33,9,4,东诚药业,2.84
301,302,铁路基建,BK0592,2142.35,16.23,0.76,2889875760000,1.04,66,50,浙大网新,9.94
302,303,西部大开发,BK0590,2492.4,18.66,0.75,10346832384000,1.45,373,212,中基健康,9.97
303,304,影视概念,BK0847,823.88,6.12,0.75,555163056000,2.89,44,17,光线传媒,20.04
304,305,充电桩,BK0700,2143.16,15.77,0.74,3823589952000,2.22,153,74,泰嘉股份,10.0
305,306,刀片电池,BK0951,1923.84,14.08,0.74,939244208000,1.92,10,3,合纵科技,3.77
306,307,举牌,BK0685,2077.2,15.05,0.73,205479757000,1.93,7,6,普元信息,11.65
307,308,机构重仓,BK0552,12832.31,92.17,0.72,41293465088000,0.79,586,358,华金资本,9.99
308,309,被动元件,BK0976,1208.82,8.65,0.72,377017936000,2.06,19,8,华金资本,9.99
309,310,降解塑料,BK0909,1461.25,10.4,0.72,650026080000,1.37,41,21,金发科技,10.0
310,311,赛马概念,BK0709,650.14,4.57,0.71,17779345000,1.99,3,1,栖霞建设,2.33
311,312,转债标的,BK0528,8665.92,59.77,0.69,7411593728000,1.23,288,206,景兴纸业,10.06
312,313,储能,BK0989,1588.72,10.92,0.69,7434408448000,1.6,207,119,泰嘉股份,10.0
313,314,熊去氧胆酸,BK1120,919.75,6.24,0.68,328904752000,2.64,14,7,众生药业,3.48
314,315,工业大麻,BK0856,1495.53,10.14,0.68,403514720000,1.61,28,16,诚益通,5.46
315,316,跨境电商,BK1115,1263.92,8.4,0.67,1355935120000,2.98,76,49,天娱数科,10.0
316,317,消毒剂,BK0913,1157.9,7.63,0.66,529706064000,1.49,34,21,航锦科技,10.01
317,318,京东金融,BK0849,1407.44,9.21,0.66,229765940000,1.02,6,5,任子行,6.47
318,319,参股期货,BK0524,26874.76,173.28,0.65,2933415744000,0.79,25,19,浙江东方,10.02
319,320,光伏建筑一体化,BK0978,1179.53,7.53,0.64,1026485504000,1.85,50,32,卧龙电驱,10.0
320,321,医废处理,BK0914,985.14,6.13,0.63,195882949000,1.73,20,11,辉丰股份,9.93
321,322,PCB,BK0877,1587.12,9.74,0.62,1013527088000,3.36,62,25,智信精密,20.0
322,323,农业种植,BK0888,1924.2,11.64,0.61,698299392000,2.43,60,25,华孚时尚,6.17
323,324,新材料,BK0523,23189.63,134.88,0.59,3892284608000,1.86,208,128,金发科技,10.0
324,325,复合集流体,BK1113,722.98,4.19,0.58,172030276000,2.33,16,9,汇成真空,5.64
325,326,减肥药,BK1146,860.22,4.97,0.58,358928944000,1.27,18,8,众生药业,3.48
326,327,中俄贸易概念,BK1072,1226.49,7.05,0.58,442381120000,1.78,40,18,远东传动,5.83
327,328,婴童概念,BK0664,1338.4,7.66,0.58,1179436000000,2.5,91,47,盛通股份,10.01
328,329,合成生物,BK1174,969.41,5.48,0.57,1135035664000,2.01,66,42,金发科技,10.0
329,330,券商概念,BK0711,1054.93,5.58,0.53,3857250352000,0.86,38,14,金证股份,4.98
330,331,科创板做市股,BK1108,879.86,4.59,0.52,1842933664000,1.1,26,18,开普云,20.01
331,332,垃圾分类,BK0873,1246.93,6.47,0.52,752819968000,1.65,58,40,金发科技,10.0
332,333,国企改革,BK0683,3911.22,19.13,0.49,35268641536000,0.99,765,546,华金资本,9.99
333,334,深成500,BK0568,1056.92,5.13,0.49,21320314880000,1.71,266,227,航锦科技,10.01
334,335,锂矿概念,BK1173,1119.42,5.39,0.48,2342624480000,1.22,23,13,大为股份,10.04
335,336,富时罗素,BK0867,1430.3,6.85,0.48,59998429440000,1.07,680,591,航锦科技,10.01
336,337,粤港自贸,BK0677,2744.78,13.12,0.48,1010537552000,1.41,41,29,深城交,6.54
337,338,IPO受益,BK0697,3046.6,14.38,0.47,2087861808000,1.17,29,27,浙江东方,10.02
338,339,上海自贸,BK0643,2809.5,13.22,0.47,903644608000,0.72,21,13,芯原股份,7.88
339,340,京津冀,BK0684,1478.71,6.73,0.46,546979184000,1.63,33,18,常山北明,8.54
340,341,快递概念,BK0990,836.24,3.77,0.45,563421472000,1.11,24,17,景兴纸业,10.06
341,342,央企改革,BK1140,1046.52,4.71,0.45,33451026432000,0.49,250,189,东方中科,10.01
342,343,租售同权,BK0822,695.4,3.08,0.44,401822992000,1.82,12,6,皇庭国际,4.31
343,344,成渝特区,BK0534,17175.8,74.73,0.44,2157391984000,1.37,53,31,秦安股份,7.51
344,345,新能源,BK0493,12921.31,55.82,0.43,5504516352000,1.09,113,92,美利云,9.98
345,346,磁悬浮概念,BK0975,1563.07,6.61,0.42,702458928000,1.26,17,10,四川长虹,5.12
346,347,氢能源,BK0864,1003.07,4.24,0.42,4413048320000,1.03,136,105,航锦科技,10.01
347,348,统一大市场,BK1077,1053.29,4.08,0.39,343867744000,1.37,21,16,天顺股份,3.67
348,349,茅指数,BK0999,666.56,2.54,0.38,12322495488000,0.9,20,22,金山办公,18.19
349,350,智能电视,BK0656,1120.72,4.24,0.38,276033456000,3.02,11,3,四川长虹,5.12
350,351,冷链物流,BK0852,1647.91,6.0,0.37,1489424192000,1.95,60,52,巨轮智能,9.93
351,352,净水概念,BK1068,1050.18,3.79,0.36,1130589232000,0.93,11,8,威派格,4.09
352,353,化妆品概念,BK0974,1003.76,3.58,0.36,636857664000,1.65,30,25,力合科创,4.41
353,354,动力电池回收,BK1052,669.82,2.38,0.36,671846944000,1.27,25,11,超频三,4.24
354,355,中证500,BK0701,1859.02,6.6,0.36,12916560128000,1.39,229,258,航锦科技,10.01
355,356,空气能热泵,BK1102,1196.89,4.13,0.35,1152904240000,2.09,18,14,三花智控,6.51
356,357,稀缺资源,BK0519,21652.4,74.0,0.34,3010310096000,1.05,40,32,赤峰黄金,8.45
357,358,参股银行,BK0525,9826.42,31.3,0.32,10902119424000,0.88,124,96,三六零,10.0
358,359,一带一路,BK0712,1208.18,3.8,0.32,13208859648000,0.81,236,198,梦网科技,10.04
359,360,钒电池,BK1095,1036.93,2.98,0.29,475071952000,1.64,9,11,四川长虹,5.12
360,361,贬值受益,BK0812,1211.99,3.42,0.28,2064187264000,2.19,90,68,阳光照明,10.14
361,362,参股券商,BK0514,12626.96,30.89,0.25,3907048208000,1.07,66,63,华金资本,9.99
362,363,抖音小店,BK0928,1069.56,2.58,0.24,233080486000,2.32,17,11,盛通股份,10.01
363,364,沪股通,BK0707,1874.89,4.18,0.22,58611629056000,0.75,624,639,三六零,10.0
364,365,科创板做市商,BK1107,1363.84,2.93,0.22,1721462816000,0.46,8,4,浙商证券,1.42
365,366,气溶胶检测,BK1065,1163.19,2.37,0.2,214848439000,1.16,8,3,捷强装备,4.38
366,367,REITs概念,BK0992,763.89,1.53,0.2,814124864000,1.49,10,13,光环新网,14.29
367,368,供销社概念,BK1109,949.88,1.81,0.19,121507250000,2.08,11,3,天鹅股份,2.43
368,369,电商概念,BK0665,1901.58,3.59,0.19,6174652160000,2.19,180,149,拓维信息,10.01
369,370,核能核电,BK0577,1840.32,3.27,0.18,2750829104000,1.22,76,59,巨轮智能,9.93
370,371,特高压,BK0918,1665.08,2.93,0.18,1056470368000,1.47,50,32,川润股份,6.49
371,372,工程机械概念,BK0991,1223.23,2.04,0.17,910115280000,1.1,24,24,天元智能,10.01
372,373,ST股,BK0511,5182.18,7.71,0.15,461907888000,1.25,73,50,*ST摩登,5.15
373,374,千金藤素,BK1083,896.7,1.07,0.12,133318366000,0.52,2,3,优宁维,1.88
374,375,第四代半导体,BK1121,1345.96,1.6,0.12,107821533000,1.16,2,2,衢州发展,2.43
375,376,AB股,BK0498,10195.74,11.34,0.11,1317660544000,1.31,40,33,云赛智联,10.0
376,377,进口博览,BK0850,945.91,0.85,0.09,233292933000,0.88,8,8,跨境通,3.06
377,378,抗菌面料,BK1116,1102.71,0.97,0.09,74690294000,1.5,7,8,安奈儿,3.43
378,379,风能,BK0595,1783.07,1.15,0.06,6235443968000,1.0,109,106,中电电机,9.99
379,380,PVDF概念,BK1012,788.18,0.37,0.05,261436311000,1.29,7,6,中创环保,4.54
380,381,水产养殖,BK0967,780.12,0.3,0.04,241934056000,1.81,9,7,神农种业,4.7
381,382,维生素,BK0895,1530.23,0.49,0.03,406553536000,1.32,13,18,新赣江,11.89
382,383,标准普尔,BK0879,1385.12,0.26,0.02,55003209216000,0.89,483,551,航锦科技,10.01
383,384,疫苗冷链,BK0941,1077.95,0.14,0.01,461701776000,1.35,15,13,国林科技,3.84
384,385,绿色电力,BK1024,957.96,0.09,0.01,4609702656000,0.73,59,66,晓程科技,7.41
385,386,万达概念,BK0831,958.66,-0.1,-0.01,554623344000,0.8,7,7,国中水务,3.52
386,387,地摊经济,BK0924,1708.11,-0.55,-0.03,605491696000,2.04,13,19,力帆科技,8.71
387,388,天然气,BK0843,1228.85,-0.65,-0.05,4789371904000,0.49,57,65,玉龙股份,7.99
388,389,高压快充,BK1144,997.06,-0.54,-0.05,370381600000,3.29,31,11,绿能慧充,5.98
389,390,有机硅,BK0961,1097.89,-0.63,-0.06,275224256000,1.31,16,14,飞鹿股份,3.88
390,391,钛白粉,BK0805,928.19,-0.67,-0.07,134429730000,0.72,5,6,金浦钛业,2.96
391,392,海工装备,BK0601,1479.53,-1.12,-0.08,1125006848000,1.07,23,20,中国长城,5.23
392,393,化工原料,BK0512,19660.59,-15.49,-0.08,1101993792000,1.18,26,39,航锦科技,10.01
393,394,生态农业,BK0669,1151.0,-0.91,-0.08,261353072000,1.71,24,18,蓝丰生化,3.81
394,395,GDR,BK0868,838.24,-0.69,-0.08,1445931088000,0.56,6,5,欣旺达,2.75
395,396,超超临界发电,BK1087,1100.81,-0.94,-0.09,845900912000,0.73,17,22,川润股份,6.49
396,397,页岩气,BK0603,1743.89,-1.55,-0.09,2635660208000,0.43,21,19,安控科技,4.2
397,398,工业气体,BK0981,1341.77,-1.22,-0.09,373215056000,0.97,12,15,金通灵,4.06
398,399,超级电容,BK0703,3232.18,-3.12,-0.1,586849488000,1.4,23,11,赛摩智能,5.05
399,400,破净股,BK1112,1207.1,-1.18,-0.1,20535261440000,0.54,188,254,杭钢股份,10.0
400,401,氟化工,BK0690,2956.0,-3.3,-0.11,569955424000,1.21,14,17,深圳新星,3.95
401,402,内贸流通,BK1001,1129.31,-1.69,-0.15,1383382128000,1.94,83,81,东方中科,10.01
402,403,湖北自贸,BK0926,1410.07,-2.19,-0.16,324427376000,2.5,12,15,襄阳轴承,5.23
403,404,MSCI中国,BK0821,1135.19,-2.09,-0.18,63291685888000,0.69,225,331,三六零,10.0
404,405,磷化工,BK1010,640.95,-1.2,-0.19,689402224000,1.17,18,24,清水源,4.69
405,406,海洋经济,BK0623,2274.07,-4.44,-0.19,692500192000,1.42,12,16,东方国信,9.98
406,407,人造肉,BK0866,919.72,-1.89,-0.21,170620974000,3.27,7,11,莲花控股,6.96
407,408,上证180_,BK0612,1434.17,-3.28,-0.23,41579805952000,0.38,65,112,三六零,10.0
408,409,熔盐储能,BK1103,755.79,-1.78,-0.23,69336994000,1.22,3,5,久盛电气,2.68
409,410,冰雪经济,BK1185,836.98,-2.05,-0.24,214872648000,2.49,14,21,天娱数科,10.0
410,411,中字头,BK0505,7751.97,-19.55,-0.25,15907002624000,0.39,44,59,中国软件,7.91
411,412,生物质能发电,BK1098,871.44,-2.53,-0.29,191297024000,1.06,12,14,百川畅银,3.42
412,413,中超概念,BK0635,2036.08,-5.98,-0.29,205617634000,0.6,3,5,雷曼光电,3.04
413,414,啤酒概念,BK1073,961.46,-3.07,-0.32,227173895000,0.85,7,8,ST西发,1.96
414,415,深证100R,BK0743,1066.23,-3.43,-0.32,12421206528000,1.06,47,52,昆仑万维,17.95
415,416,民爆概念,BK1066,1211.14,-3.96,-0.33,158433727000,2.03,7,10,晓程科技,7.41
416,417,HS300_,BK0500,10006.13,-33.76,-0.34,55251117056000,0.49,117,178,三六零,10.0
417,418,氦气概念,BK0949,1302.83,-4.84,-0.37,88835966000,1.79,5,6,雪人股份,1.19
418,419,证金持股,BK0718,1251.21,-4.8,-0.38,35848208896000,0.45,86,144,浙江东方,10.02
419,420,鸡肉概念,BK0887,699.76,-2.72,-0.39,350288672000,0.96,8,11,天马科技,2.27
420,421,AH股,BK0499,7286.95,-28.86,-0.39,32333481472000,0.37,62,86,中芯国际,7.91
421,422,油气设服,BK0606,1458.09,-5.89,-0.4,1944866656000,0.96,24,39,安控科技,4.2
422,423,新零售,BK0825,885.44,-3.62,-0.41,2440017392000,2.03,65,76,光云科技,11.25
423,424,猪肉概念,BK0882,1135.04,-4.97,-0.44,820995296000,1.31,15,19,回盛生物,4.24
424,425,上证50_,BK0611,1746.76,-7.83,-0.45,26179545344000,0.26,12,38,金山办公,18.19
425,426,上证380,BK0705,2225.08,-10.13,-0.45,7600581120000,1.06,144,230,浙江东方,10.02
426,427,中特估,BK1139,1039.69,-4.74,-0.45,22664721408000,0.3,24,55,中科曙光,7.63
427,428,央视50_,BK0610,2153.54,-11.49,-0.53,15121987840000,0.35,19,31,科大讯飞,7.4
428,429,在线旅游,BK0692,1492.04,-8.55,-0.57,209332532000,1.92,8,18,ST元成,4.84
429,430,煤化工,BK0492,8447.41,-48.94,-0.58,2357369424000,0.94,21,49,玉龙股份,7.99
430,431,B股,BK0636,884.94,-5.17,-0.58,429300032000,0.15,20,48,云赛Ｂ股,5.17
431,432,RCEP概念,BK0962,984.64,-6.05,-0.61,204893444000,1.33,8,16,景兴纸业,10.06
432,433,养老金,BK0823,1262.38,-8.18,-0.64,2944371664000,1.26,62,117,创业慧康,10.84
433,434,超导概念,BK0679,3617.5,-23.91,-0.66,222001763000,3.36,8,6,超频三,4.24
434,435,昨日触板,BK0817,189.84,-1.3,-0.68,315494864000,3.28,18,21,三六零,10.0
435,436,东盟自贸区概念,BK1154,1071.64,-7.48,-0.69,172719652000,1.14,5,9,华孚时尚,6.17
436,437,乳业,BK0892,926.44,-7.75,-0.83,425116176000,1.53,11,17,贝因美,1.97
437,438,草甘膦,BK0950,1371.4,-11.87,-0.86,151056659000,0.9,4,9,丰乐种业,2.07
438,439,预制菜概念,BK1025,988.73,-8.82,-0.88,619266144000,2.11,18,35,华英农业,2.16
439,440,白酒,BK0896,1983.23,-18.82,-0.94,3337806768000,0.86,16,32,海南椰岛,2.99
440,441,低碳冶金,BK0979,879.28,-8.35,-0.94,295084912000,0.53,2,6,酒钢宏兴,2.04
441,442,可燃冰,BK0818,1107.18,-10.53,-0.94,306073120000,0.87,6,9,准油股份,2.37
442,443,代糖概念,BK0938,859.48,-8.74,-1.01,128824675000,1.06,5,10,醋化股份,1.84
443,444,光伏高速公路,BK1096,1248.28,-12.99,-1.03,105184174000,0.71,1,6,恒华科技,5.53
444,445,光通信模块,BK1136,1231.03,-13.29,-1.07,810041696000,4.0,37,23,航锦科技,10.01
445,446,百元股,BK1059,608.43,-6.67,-1.08,11261147392000,2.25,35,43,金山办公,18.19
446,447,宠物经济,BK0993,717.54,-8.26,-1.14,247192826000,1.75,13,25,诚益通,5.46
447,448,社区团购,BK0965,826.74,-9.71,-1.16,560978736000,2.76,16,23,浙江东日,4.68
448,449,基金重仓,BK0536,9523.0,-118.86,-1.23,6876909056000,1.63,26,49,金山办公,18.19
449,450,户外露营,BK1079,1150.77,-15.03,-1.29,122730235000,2.2,8,18,小崧股份,6.06
450,451,抽水蓄能,BK1003,1188.16,-15.96,-1.33,860050208000,0.65,6,25,浙富控股,1.0
451,452,调味品概念,BK1026,830.33,-11.31,-1.34,664999888000,1.53,3,29,莲花控股,6.96
452,453,退税商店,BK0933,1138.28,-15.82,-1.37,140198122000,1.16,0,9,茂业商业,0.0
453,454,F5G概念,BK1088,2089.87,-30.32,-1.43,518129280000,2.23,14,9,春秋电子,6.65
454,455,超级品牌,BK0811,2258.5,-33.65,-1.47,8272526848000,1.16,5,27,中公教育,3.69
455,456,铜缆高速连接,BK1168,1423.24,-21.6,-1.49,583993568000,6.09,19,15,华丰科技,16.83
456,457,社保重仓,BK0520,9928.72,-160.97,-1.6,410245968000,2.22,7,22,赤峰黄金,8.45
457,458,免税概念,BK0927,1216.06,-19.79,-1.6,911928144000,1.23,9,22,大连友谊,4.05
458,459,昨日连板,BK0816,24.5,-0.59,-2.35,34952125000,26.0,2,3,泛微网络,10.0
459,460,CPO概念,BK1128,2403.33,-59.43,-2.41,1265191568000,3.83,24,21,奥飞数据,9.14
